millis,Pres,Temp,NH3,CO,NO2
8045498,6463,22.5,151,824,86
8045821,6476,22.6,151,824,86
8046145,6487,22.6,151,825,86
8046469,6490,22.6,152,824,86
8046792,6498,22.6,152,824,86
8047115,6505,22.6,152,824,86
8047438,6516,22.6,152,825,86
8047762,6532,22.6,152,825,86
8048086,6533,22.6,152,825,86
8048411,6531,22.6,152,825,86
8048735,6552,22.5,152,825,86
8049057,6558,22.6,153,825,86
8049381,6569,22.6,153,826,86
8049704,6578,22.6,153,826,86
8050031,6585,22.6,153,826,86
8050355,6591,22.6,153,826,86
8050678,6599,22.6,153,826,86
8051001,6615,22.6,153,825,86
8051324,6622,22.6,154,825,86
8051648,6625,22.6,154,826,86
8051972,6637,22.6,154,826,86
8052295,6658,22.6,154,826,86
8052619,6669,22.6,154,826,86
8052942,6671,22.6,154,826,86
8053266,6680,22.6,154,826,86
8053588,6687,22.6,154,826,86
8053912,6707,22.6,155,826,86
8054236,6711,22.6,155,827,86
8054559,6714,22.6,155,827,86
8054886,6719,22.6,155,828,86
8055209,6728,22.6,156,828,86
8055532,6740,22.6,156,828,86
8055856,6752,22.6,156,827,86
8056179,6759,22.6,156,827,86
8056503,6769,22.6,156,827,86
8056826,6779,22.6,156,827,86
8057150,6786,22.6,156,827,86
8057473,6796,22.6,156,827,86
8057796,6805,22.6,156,828,86
8058122,6823,22.6,156,828,86
8058445,6833,22.6,157,829,86
8058769,6829,22.6,157,830,86
8059091,6839,22.6,157,830,86
8059415,6851,22.6,158,830,86
8059742,6861,22.6,158,830,86
8060065,6869,22.6,158,829,86
8060389,6885,22.6,158,829,86
8060711,6890,22.6,158,830,86
8061035,6896,22.6,158,830,86
8061359,6902,22.6,159,830,86
8061682,6916,22.6,159,830,86
8062006,6921,22.6,159,830,86
8062329,6931,22.6,159,829,86
8062652,6943,22.6,159,829,86
8062976,6953,22.6,159,830,86
8063299,6962,22.6,159,831,86
8063623,6973,22.6,160,832,86
8063946,6978,22.6,160,832,86
8064270,6985,22.6,160,832,86
8064595,6995,22.6,160,833,86
8064919,7007,22.6,161,833,86
8065243,7015,22.6,161,833,86
8065566,7019,22.6,161,833,86
8065890,7035,22.6,161,832,86
8066213,7046,22.6,161,832,86
8066537,7050,22.6,161,833,86
8066860,7061,22.6,162,833,86
8067183,7082,22.6,162,834,86
8067507,7090,22.6,162,834,86
8067832,7083,22.6,162,833,86
8068156,7098,22.6,162,833,86
8068480,7110,22.6,163,833,86
8068802,7118,22.6,163,833,86
8069126,7128,22.6,163,833,86
8069452,7137,22.6,163,833,86
8069776,7148,22.6,163,834,86
8070099,7164,22.6,164,835,86
8070422,7169,22.6,164,834,86
8070746,7175,22.6,164,834,86
8071069,7182,22.6,164,834,86
8071393,7200,22.6,164,833,86
8071716,7213,22.6,164,834,86
8072040,7224,22.6,164,834,86
8072364,7226,22.6,165,834,86
8072687,7232,22.6,165,834,86
8073010,7242,22.6,165,834,86
8073333,7254,22.6,165,834,86
8073657,7260,22.6,165,834,86
8073980,7271,22.6,165,833,87
8074306,7277,22.6,165,833,86
8074630,7297,22.6,165,833,86
8074953,7309,22.6,165,834,86
8075276,7313,22.6,166,834,86
8075599,7315,22.6,166,835,87
8075923,7328,22.6,166,834,86
8076247,7339,22.6,166,834,87
8076569,7346,22.6,166,834,87
8076893,7367,22.6,166,834,87
8077258,7364,22.6,166,835,87
8077655,7377,22.6,167,835,87
8077978,7389,22.6,167,835,87
8078301,7401,22.6,167,835,87
8078624,7421,22.6,167,835,87
8078947,7419,22.6,167,835,87
8079273,7428,22.6,167,835,87
8079597,7441,22.6,167,835,87
8079920,7446,22.6,167,835,87
8080243,7462,22.6,167,835,87
8080566,7468,22.6,168,835,87
8080889,7474,22.6,168,835,87
8081213,7487,22.6,168,835,87
8081536,7499,22.6,168,835,87
8081859,7506,22.6,168,835,87
8082182,7521,22.6,168,835,87
8082505,7531,22.6,168,836,87
8082828,7530,22.6,169,837,87
8083151,7542,22.6,169,837,87
8083475,7551,22.6,169,837,87
8083798,7560,22.6,169,837,87
8084124,7572,22.6,169,836,87
8084447,7583,22.6,169,836,87
8084770,7591,22.6,170,836,87
8085094,7599,22.6,170,837,87
8085416,7609,22.6,170,838,87
8085740,7625,22.6,170,838,87
8086064,7637,22.6,171,839,87
8086387,7648,22.6,171,839,87
8086710,7642,22.6,171,839,87
8087033,7666,22.6,171,838,87
8087360,7666,22.6,171,839,87
8087684,7675,22.6,172,839,87
8088006,7698,22.6,172,840,87
8088330,7708,22.6,172,840,87
8088653,7716,22.6,172,840,87
8088979,7722,22.6,173,840,87
8089303,7728,22.6,173,840,87
8089626,7736,22.6,173,840,87
8089949,7749,22.6,173,839,87
8090272,7752,22.6,173,840,87
8090596,7764,22.6,173,840,87
8090919,7779,22.6,173,840,87
8091242,7785,22.6,173,841,87
8091566,7807,22.6,174,841,87
8091889,7816,22.6,174,842,87
8092213,7820,22.6,175,842,87
8092535,7828,22.6,175,842,88
8092859,7844,22.6,175,841,87
8093182,7856,22.6,175,842,87
8093505,7857,22.6,175,842,88
8093829,7869,22.6,176,842,87
8094150,7869,22.6,176,843,88
8094473,7879,22.6,176,843,88
8094796,7892,22.6,176,842,88
8095120,7904,22.6,176,842,88
8095443,7914,22.6,176,841,88
8095766,7922,22.6,177,841,88
8096090,7934,22.6,177,841,88
8096413,7948,22.6,177,842,88
8096736,7962,22.6,177,842,88
8097059,7966,22.6,177,842,88
8097385,7974,22.6,177,842,88
8097708,7997,22.6,178,842,88
8098031,7999,22.6,178,843,88
8098355,8015,22.6,178,843,88
8098677,8022,22.6,178,843,88
8099004,8021,22.6,179,843,88
8099326,8026,22.6,179,844,88
8099650,8039,22.6,179,844,88
8099974,8053,22.6,179,844,88
8100297,8062,22.6,179,844,88
8100620,8070,22.6,179,843,88
8100943,8086,22.6,179,843,88
8101267,8093,22.6,180,843,88
8101590,8100,22.6,180,843,88
8101913,8109,22.6,180,843,88
8102237,8118,22.6,180,843,88
8102560,8132,22.6,180,844,88
8102883,8141,22.6,180,844,88
8103206,8153,22.6,181,845,88
8103530,8161,22.6,181,846,88
8103856,8176,22.6,182,847,88
8104179,8184,22.6,182,847,89
8104503,8190,22.6,183,847,89
8104825,8203,22.6,183,847,89
8105149,8213,22.6,183,846,89
8105473,8224,22.6,183,846,89
8105796,8231,22.6,183,846,89
8106119,8244,22.6,183,846,89
8106442,8264,22.6,183,846,89
8106766,8265,22.6,184,846,89
8107090,8273,22.6,184,846,89
8107414,8288,22.6,184,846,89
8107737,8308,22.6,184,846,89
8108060,8314,22.6,184,846,89
8108384,8324,22.6,184,846,89
8108709,8326,22.6,185,846,89
8109033,8331,22.6,185,847,89
8109357,8342,22.6,185,847,89
8109680,8356,22.6,185,846,89
8110003,8363,22.6,185,846,89
8110326,8376,22.6,185,845,89
8110650,8381,22.6,185,845,89
8110972,8390,22.6,185,845,89
8111296,8401,22.6,185,845,89
8111620,8420,22.6,185,845,89
8111943,8436,22.6,185,845,89
8112266,8447,22.6,185,845,89
8112589,8447,22.6,185,845,89
8112913,8454,22.6,185,845,89
8113235,8464,22.6,185,845,89
8113562,8478,22.6,185,845,89
8113885,8487,22.6,185,845,89
8114208,8503,22.6,185,846,89
8114532,8518,22.6,186,846,90
8114854,8530,22.6,186,847,89
8115178,8543,22.6,186,847,90
8115502,8538,22.6,187,848,90
8115824,8549,22.6,187,848,90
8116148,8566,22.6,187,848,90
8116470,8572,22.6,187,847,90
8116796,8587,22.6,187,847,90
8117118,8594,22.6,187,846,90
8117442,8597,22.6,187,846,90
8117765,8618,22.6,187,847,90
8118088,8629,22.6,188,847,90
8118415,8629,22.6,188,847,90
8118738,8646,22.6,188,848,90
8119061,8653,22.6,188,848,90
8119385,8665,22.6,189,848,90
8119707,8673,22.6,189,848,90
8120031,8682,22.6,189,848,90
8120354,8690,22.6,189,848,90
8120677,8701,22.6,189,848,90
8121000,8718,22.6,189,848,90
8121323,8737,22.6,190,849,90
8121647,8739,22.6,190,849,90
8121970,8746,22.6,190,849,90
8122293,8760,22.6,190,849,90
8122616,8767,22.6,190,849,91
8122940,8779,22.6,191,849,91
8123266,8785,22.6,191,849,91
8123589,8796,22.6,191,849,91
8123912,8810,22.6,192,850,91
8124235,8825,22.6,192,850,91
8124559,8831,22.6,192,850,91
8124882,8842,22.6,192,850,91
8125206,8848,22.6,192,850,91
8125529,8856,22.6,192,849,91
8125852,8867,22.6,192,849,91
8126176,8881,22.6,192,849,91
8126500,8888,22.6,192,849,91
8126824,8900,22.5,192,848,91
8127148,8912,22.6,192,849,91
8127470,8937,22.6,192,850,91
8127794,8936,22.5,193,850,91
8128120,8942,22.5,193,850,91
8128443,8949,22.6,193,851,91
8128766,8964,22.6,193,851,91
8129090,8976,22.6,193,850,91
8129414,8992,22.6,193,850,91
8129736,9003,22.6,193,850,91
8130060,9007,22.5,193,849,91
8130383,9019,22.6,193,849,91
8130707,9038,22.5,194,851,91
8131031,9050,22.6,194,851,91
8131353,9052,22.5,194,851,92
8131677,9066,22.5,194,851,92
8132000,9084,22.5,195,851,92
8132323,9097,22.6,195,852,92
8132646,9102,22.5,195,852,92
8132973,9104,22.5,196,853,92
8133297,9111,22.5,196,853,92
8133619,9126,22.5,196,853,92
8133943,9141,22.6,196,853,92
8134266,9147,22.5,196,852,92
8134590,9158,22.5,196,852,92
8134913,9167,22.5,196,851,92
8135236,9180,22.5,196,852,92
8135560,9190,22.5,197,852,92
8135883,9212,22.5,197,853,92
8136208,9221,22.5,197,853,92
8136531,9231,22.5,198,853,92
8136855,9245,22.5,198,853,92
8137178,9261,22.5,198,853,92
8137501,9269,22.5,198,853,92
8137828,9276,22.6,198,854,92
8138150,9287,22.5,198,854,93
8138474,9291,22.5,199,855,92
8138798,9295,22.5,199,855,93
8139120,9312,22.5,200,855,93
8139444,9320,22.5,200,855,93
8139767,9330,22.5,200,854,93
8140090,9343,22.5,199,853,93
8140413,9355,22.5,199,853,93
8140737,9367,22.5,200,853,93
8141061,9382,22.5,200,854,93
8141383,9398,22.5,200,854,93
8141707,9408,22.5,200,854,93
8142030,9419,22.5,200,854,93
8142353,9427,22.5,200,854,93
8142680,9441,22.5,200,854,93
8143003,9451,22.5,200,854,93
8143326,9466,22.5,201,855,93
8143649,9472,22.5,201,856,93
8143973,9473,22.5,202,857,93
8144296,9482,22.5,202,857,93
8144619,9498,22.5,203,857,93
8144943,9508,22.5,202,856,94
8145266,9518,22.5,202,856,94
8145589,9528,22.5,202,855,94
8145914,9541,22.5,202,855,94
8146237,9554,22.5,202,855,94
8146561,9566,22.5,203,855,94
8146884,9582,22.5,203,856,94
8147208,9596,22.5,203,857,94
8147533,9610,22.5,204,857,94
8147857,9620,22.5,204,857,94
8148179,9626,22.5,204,857,94
8148503,9636,22.5,204,857,94
8148827,9643,22.5,205,858,94
8149150,9648,22.5,206,859,94
8149473,9657,22.5,206,859,94
8149796,9674,22.5,206,859,94
8150120,9683,22.5,206,858,94
8150444,9695,22.5,206,857,94
8150766,9704,22.5,206,857,94
8151090,9718,22.5,206,857,94
8151413,9735,22.5,206,857,94
8151736,9744,22.5,206,857,95
8152059,9761,22.5,206,857,95
8152386,9769,22.5,207,857,95
8152709,9784,22.5,207,858,95
8153032,9793,22.5,207,858,95
8153355,9798,22.5,208,859,95
8153678,9806,22.5,208,860,95
8154001,9817,22.5,209,860,95
8154324,9826,22.5,209,860,95
8154648,9836,22.5,209,860,95
8154971,9848,22.5,209,859,95
8155294,9860,22.5,209,859,95
8155619,9880,22.5,209,859,95
8155942,9891,22.5,209,859,95
8156265,9907,22.5,210,859,95
8156589,9917,22.5,210,859,95
8156911,9926,22.5,210,859,95
8157238,9936,22.5,210,859,95
8157561,9950,22.5,211,860,95
8157884,9954,22.5,211,861,96
8158208,9964,22.5,212,862,96
8158530,9974,22.5,212,861,96
8158854,9993,22.5,212,861,96
8159177,9996,22.5,212,860,96
8159500,10012,22.5,212,860,96
8159823,10023,22.5,212,860,96
8160146,10036,22.5,212,859,96
8160470,10055,22.5,212,859,96
8160793,10067,22.5,212,860,96
8161116,10078,22.5,212,860,96
8161439,10089,22.5,212,860,96
8161762,10098,22.5,213,860,96
8162088,10108,22.5,213,861,96
8162411,10116,22.5,214,862,96
8162735,10126,22.5,214,862,96
8163058,10133,22.5,215,862,97
8163382,10150,22.5,215,862,97
8163704,10163,22.5,214,861,97
8164028,10173,22.5,214,861,97
8164352,10187,22.5,214,860,97
8164675,10200,22.5,214,861,97
8164998,10215,22.5,215,861,97
8165321,10228,22.5,215,861,97
8165647,10242,22.5,215,861,97
8165969,10251,22.5,215,861,97
8166293,10264,22.5,215,861,97
8166617,10277,22.5,216,862,97
8166942,10276,22.5,216,863,97
8167266,10285,22.5,217,863,97
8167589,10300,22.5,217,863,97
8167912,10313,22.5,217,863,98
8168236,10322,22.5,217,862,98
8168559,10334,22.5,217,862,98
8168883,10349,22.5,217,861,98
8169205,10364,22.5,217,861,98
8169529,10377,22.5,217,862,98
8169852,10397,22.5,217,862,98
8170175,10404,22.5,217,862,98
8170499,10411,22.5,217,862,98
8170822,10426,22.5,218,863,98
8171146,10436,22.5,218,863,98
8171471,10442,22.5,219,864,98
8171795,10454,22.5,219,864,98
8172118,10467,22.5,220,864,98
8172441,10475,22.5,219,864,98
8172765,10487,22.5,219,863,98
8173088,10501,22.5,219,863,99
8173411,10513,22.5,219,863,99
8173734,10532,22.5,219,863,99
8174058,10546,22.5,219,863,99
8174382,10560,22.5,219,862,99
8174704,10572,22.5,219,862,99
8175028,10582,22.5,220,863,99
8175352,10593,22.5,220,863,99
8175676,10599,22.5,220,864,99
8176000,10601,22.5,221,865,99
8176325,10611,22.5,222,865,99
8176649,10630,22.5,222,865,99
8176972,10644,22.5,222,864,99
8177295,10652,22.5,222,864,99
8177618,10657,22.5,221,863,99
8177942,10681,22.5,222,863,99
8178266,10701,22.5,222,864,99
8178588,10710,22.5,222,864,100
8178912,10720,22.5,222,863,100
8179235,10732,22.5,222,863,100
8179558,10741,22.5,222,864,100
8179881,10756,22.5,222,864,100
8180205,10755,22.5,223,865,100
8180529,10764,22.5,224,866,100
8180854,10782,22.5,224,865,100
8181178,10793,22.5,224,865,100
8181501,10801,22.5,224,865,100
8181824,10817,22.5,223,864,100
8182148,10825,22.5,223,864,100
8182471,10835,22.5,223,864,100
8182795,10856,22.5,224,864,100
8183117,10876,22.5,224,865,100
8183441,10884,22.5,224,865,100
8183764,10890,22.5,224,864,101
8184088,10903,22.5,224,865,101
8184411,10923,22.5,224,865,101
8184734,10926,22.5,224,865,101
8185060,10939,22.5,224,865,101
8185382,10950,22.5,225,866,101
8185709,10957,22.5,226,866,101
8186033,10963,22.5,226,867,101
8186355,10979,22.5,226,866,101
8186679,10996,22.5,226,866,101
8187002,10999,22.5,226,865,101
8187326,11013,22.5,226,865,101
8187649,11021,22.5,226,865,101
8187972,11042,22.5,226,865,101
8188296,11061,22.5,227,866,101
8188619,11069,22.5,227,866,101
8188942,11080,22.5,227,866,102
8189265,11094,22.5,227,866,102
8189589,11105,22.5,227,866,102
8189913,11125,22.5,227,867,102
8190238,11125,22.5,228,867,102
8190562,11131,22.5,228,867,102
8190884,11137,22.5,229,868,102
8191208,11155,22.5,229,868,102
8191531,11168,22.5,229,867,102
8191854,11181,22.5,229,867,102
8192178,11196,22.5,229,867,102
8192500,11213,22.5,229,867,102
8192824,11230,22.5,229,867,102
8193146,11235,22.5,229,867,103
8193470,11248,22.5,229,866,103
8193794,11265,22.5,229,867,103
8194116,11277,22.5,230,868,103
8194440,11290,22.5,231,868,103
8194767,11293,22.5,231,868,103
8195090,11307,22.5,231,869,103
8195414,11315,22.5,232,869,103
8195737,11317,22.5,232,869,103
8196060,11331,22.5,233,869,103
8196383,11352,22.5,232,869,103
8196707,11360,22.5,232,868,103
8197029,11373,22.5,232,868,103
8197353,11382,22.5,232,867,103
8197676,11392,22.5,232,867,104
8197999,11411,22.5,232,867,104
8198323,11418,22.5,232,867,104
8198645,11439,22.5,232,868,104
8198969,11454,22.5,233,868,104
8199294,11462,22.5,233,868,104
8199618,11472,22.5,233,868,104
8199942,11481,22.5,233,868,104
8200264,11499,22.5,233,868,104
8200588,11510,22.5,234,869,104
8200911,11521,22.5,234,870,104
8201235,11531,22.5,235,870,104
8201558,11533,22.5,236,870,104
8201881,11539,22.5,236,870,105
8202205,11562,22.5,236,870,105
8202528,11573,22.5,236,870,105
8202851,11591,22.5,235,869,105
8203174,11600,22.5,235,868,105
8203498,11610,22.5,235,868,105
8203822,11617,22.5,235,868,105
8204147,11631,22.5,235,868,105
8204473,11644,22.5,236,869,105
8204795,11661,22.5,236,869,105
8205119,11679,22.5,236,869,105
8205443,11686,22.5,236,869,105
8205766,11691,22.5,236,869,105
8206089,11702,22.5,236,869,105
8206412,11720,22.5,236,869,105
8206736,11731,22.5,236,869,106
8207059,11747,22.5,237,869,106
8207382,11756,22.5,237,869,106
8207706,11763,22.5,237,869,106
8208029,11777,22.5,237,870,106
8208353,11799,22.5,238,870,106
8208678,11811,22.5,238,870,106
8209002,11818,22.5,238,870,106
8209325,11830,22.5,238,870,106
8209648,11839,22.5,238,869,106
8209972,11857,22.5,238,869,106
8210295,11874,22.5,238,870,106
8210618,11882,22.5,239,870,106
8210941,11887,22.5,239,871,106
8211265,11897,22.5,240,872,107
8211589,11917,22.5,240,871,107
8211911,11926,22.5,240,871,107
8212235,11940,22.5,240,870,107
8212558,11954,22.5,240,870,107
8212882,11966,22.5,239,870,107
8213208,11969,22.5,239,870,107
8213531,11981,22.5,240,870,107
8213855,12002,22.5,240,871,107
8214179,12018,22.5,241,871,107
8214503,12037,22.5,241,872,107
8214825,12040,22.5,242,873,107
8215149,12051,22.5,243,873,107
8215473,12062,22.5,243,873,108
8215796,12074,22.5,243,873,108
8216119,12087,22.5,243,872,108
8216442,12101,22.5,243,871,108
8216766,12112,22.5,242,871,108
8217089,12125,22.5,242,870,108
8217412,12133,22.5,242,870,108
8217739,12144,22.5,243,871,108
8218061,12169,22.5,244,872,108
8218385,12185,22.5,244,872,108
8218708,12189,22.5,244,872,108
8219032,12197,22.5,244,872,108
8219355,12204,22.5,244,871,108
8219678,12221,22.5,244,871,108
8220002,12237,22.5,244,871,109
8220325,12254,22.5,244,871,109
8220648,12259,22.5,244,871,109
8220972,12281,22.5,244,872,109
8221295,12294,22.5,245,872,109
8221619,12305,22.5,245,872,109
8221942,12314,22.5,245,872,109
8222268,12322,22.5,245,872,109
8222592,12327,22.4,245,871,109
8222914,12345,22.4,245,871,109
8223238,12362,22.4,245,871,109
8223561,12371,22.4,245,871,109
8223886,12382,22.4,246,871,109
8224209,12397,22.4,246,872,109
8224533,12416,22.4,246,872,110
8224857,12429,22.4,247,873,110
8225179,12439,22.4,247,873,110
8225503,12444,22.4,247,872,110
8225826,12451,22.4,247,872,110
8226150,12469,22.4,247,872,110
8226472,12480,22.4,247,872,110
8226796,12491,22.4,247,872,110
8227123,12500,22.4,248,872,110
8227445,12519,22.4,247,872,110
8227769,12532,22.4,248,873,110
8228091,12548,22.4,248,873,110
8228415,12563,22.4,249,874,110
8228739,12568,22.4,250,874,111
8229061,12578,22.4,250,875,111
8229385,12601,22.4,250,874,111
8229708,12610,22.4,250,874,111
8230031,12618,22.4,250,874,111
8230354,12632,22.4,250,874,111
8230677,12643,22.4,250,874,111
8231001,12658,22.4,251,874,111
8231324,12674,22.4,251,874,111
8231650,12685,22.4,251,874,111
8231973,12690,22.4,252,874,111
8232297,12704,22.4,252,875,111
8232620,12720,22.4,253,876,112
8232943,12743,22.4,254,876,112
8233266,12753,22.4,254,876,112
8233591,12761,22.4,254,875,112
8233914,12771,22.4,254,875,112
8234237,12783,22.4,253,874,112
8234560,12799,22.4,253,874,112
8234884,12819,22.4,253,874,112
8235207,12825,22.4,254,875,112
8235530,12835,22.4,255,876,112
8235853,12839,22.4,256,876,112
8236179,12858,22.4,256,876,113
8236503,12871,22.4,256,876,113
8236826,12888,22.4,255,875,113
8237150,12898,22.4,255,875,113
8237472,12913,22.4,255,874,113
8237796,12926,22.4,255,874,113
8238119,12935,22.4,255,874,113
8238443,12953,22.4,255,874,113
8238766,12958,22.4,256,875,113
8239089,12983,22.4,256,875,113
8239413,12998,22.4,257,876,113
8239736,13010,22.4,257,875,113
8240060,13023,22.4,257,875,113
8240382,13030,22.4,257,875,114
8240709,13033,22.4,257,875,114
8241032,13046,22.4,257,875,114
8241355,13062,22.4,257,874,114
8241679,13077,22.4,257,874,114
8242002,13089,22.4,257,874,114
8242325,13097,22.4,257,874,114
8242649,13118,22.4,257,875,114
8242972,13138,22.4,258,876,114
8243297,13140,22.4,259,876,114
8243620,13147,22.4,259,876,114
8243944,13158,22.4,259,876,115
8244268,13171,22.4,259,876,115
8244590,13189,22.4,259,876,115
8244914,13201,22.4,259,876,115
8245237,13211,22.4,259,876,115
8245563,13231,22.4,260,876,115
8245886,13234,22.4,260,876,115
8246210,13255,22.4,261,877,115
8246534,13276,22.4,261,877,115
8246856,13278,22.4,262,877,115
8247180,13289,22.4,262,877,115
8247503,13317,22.4,262,877,116
8247827,13325,22.4,263,878,116
8248150,13335,22.4,263,878,116
8248473,13347,22.4,263,878,116
8248797,13363,22.4,263,878,116
8249120,13370,22.4,264,879,116
8249443,13375,22.4,264,879,116
8249766,13393,22.4,264,879,116
8250092,13407,22.4,264,878,116
8250416,13418,22.4,264,877,117
8250739,13431,22.4,264,877,117
8251063,13447,22.4,263,876,117
8251385,13455,22.4,263,876,117
8251709,13471,22.4,264,876,117
8252033,13480,22.4,264,877,117
8252356,13498,22.4,264,877,117
8252679,13513,22.4,265,878,117
8253004,13525,22.4,266,879,117
8253328,13540,22.4,266,879,117
8253650,13558,22.4,267,879,117
8253974,13568,22.4,267,879,117
8254298,13574,22.4,267,879,118
8254623,13587,22.4,266,878,118
8254947,13598,22.4,267,878,118
8255270,13609,22.4,268,879,118
8255594,13625,22.4,269,880,118
8255917,13633,22.4,269,880,118
8256240,13645,22.4,269,879,118
8256564,13661,22.4,269,879,118
8256887,13680,22.4,268,878,118
8257210,13690,22.4,268,878,118
8257533,13699,22.4,268,877,118
8257857,13707,22.4,267,877,118
8258181,13726,22.4,268,877,119
8258503,13733,22.4,268,877,119
8258827,13764,22.4,268,877,119
8259153,13772,22.4,269,878,119
8259476,13786,22.4,269,878,119
8259800,13791,22.4,269,878,119
8260123,13805,22.4,269,877,119
8260447,13826,22.4,269,878,119
8260769,13842,22.4,269,878,119
8261093,13852,22.4,270,879,119
8261416,13853,22.4,271,879,119
8261740,13862,22.4,271,879,120
8262064,13879,22.4,271,879,120
8262386,13894,22.4,271,879,120
8262712,13904,22.4,271,878,120
8263034,13920,22.4,270,878,120
8263358,13932,22.4,270,877,120
8263684,13940,22.4,270,877,120
8264007,13958,22.3,271,878,120
8264331,13977,22.4,271,879,120
8264653,13995,22.3,272,879,120
8264977,14000,22.4,273,880,120
8265300,14009,22.3,273,880,121
8265623,14024,22.3,274,880,121
8265947,14041,22.3,274,880,121
8266269,14054,22.3,273,879,121
8266593,14064,22.3,273,879,121
8266916,14076,22.3,273,879,121
8267239,14091,22.3,273,879,121
8267563,14101,22.3,274,879,121
8267886,14119,22.3,274,879,121
8268209,14136,22.3,274,880,121
8268535,14156,22.3,275,881,121
8268858,14163,22.3,277,882,122
8269181,14172,22.3,277,882,122
8269504,14184,22.3,278,882,122
8269828,14199,22.3,277,881,122
8270151,14213,22.3,277,880,122
8270474,14222,22.3,276,880,122
8270797,14231,22.3,276,879,122
8271121,14243,22.3,277,880,122
8271443,14267,22.3,277,880,122
8271767,14281,22.3,278,881,122
8272090,14297,22.3,278,881,123
8272413,14303,22.3,278,880,123
8272738,14312,22.3,278,880,123
8273064,14327,22.3,278,880,123
8273387,14346,22.3,278,880,123
8273711,14357,22.3,278,879,123
8274034,14372,22.3,278,880,123
8274358,14386,22.3,278,880,123
8274680,14401,22.3,279,880,123
8275004,14420,22.3,279,880,123
8275328,14430,22.3,279,880,124
8275651,14435,22.3,278,880,124
8275974,14450,22.3,278,879,124
8276297,14461,22.3,279,879,124
8276621,14479,22.3,279,879,124
8276944,14491,22.3,279,880,124
